area_sqft,floors,city,property_type,quality,bricks,cement_bags,sand_cft,steel_kg,water_litres,pop_kg,paint_litres,tiles_sqft,aggregate_cft,labour_days,working_days,total_cost_inr
4000,2,hyderabad,residential,standard,317803,4795,17830,36052,364915,5324,3017,2815,11454,7163,1099,19083920
1950,1,chennai,residential,standard,80743,1307,4635,10861,84917,1691,736,799,3174,2002,269,5045190
3300,2,bangalore,commercial,basic,336295,5117,17796,42753,296850,3893,1598,2349,13188,6913,806,13645985
3600,1,hyderabad,residential,standard,137330,2207,8811,16979,168020,3271,1198,1375,5808,3520,550,8915465
500,2,jaipur,residential,standard,32047,462,1930,4471,41664,964,319,411,1161,743,147,1965196
2550,1,bangalore,residential,standard,124367,1791,6697,12838,104392,1966,886,945,4709,2754,347,7369752
4250,3,chennai,residential,basic,420852,6586,22887,48475,635445,9508,3262,4671,18375,10880,1629,23833263
4000,3,mumbai,residential,standard,593446,9128,38296,92511,562057,10934,4726,4666,20869,15042,1738,39731040
3350,1,mumbai,residential,standard,184702,2582,8910,23382,144884,2264,1240,1267,6692,4227,504,11049909
2250,1,delhi,residential,standard,96931,1402,5508,13734,111827,1458,691,933,4184,2502,323,5982482
3950,3,pune,residential,basic,412221,6345,21054,59981,573075,8217,3777,4510,15954,9470,1429,23115631
4700,3,ahmedabad,commercial,standard,630113,10226,34054,75219,639176,13849,5156,6332,20455,16098,2218,30695624
4550,2,bangalore,commercial,standard,566823,8181,26556,63703,447259,7453,2823,3738,21148,12887,1342,26284550
650,2,kolkata,residential,standard,43578,765,2816,6816,64002,1285,444,581,1546,1008,193,2923391
2350,1,bangalore,residential,standard,107057,1518,5746,15006,114187,1753,717,850,3446,2682,348,6702122
3550,4,lucknow,residential,standard,425704,7370,22785,58705,696782,10242,4680,5577,13683,11472,2022,26217740
4500,2,delhi,commercial,premium,705418,10751,40310,93722,368187,7887,3792,3637,22589,18101,1707,37829387
1200,5,hyderabad,residential,basic,199462,3064,11262,27086,272442,4258,1711,2187,7803,4332,685,11580035
1150,2,jaipur,residential,standard,73510,1202,4570,8621,113467,1991,765,856,2629,1907,360,4553171
2500,1,bangalore,commercial,standard,147077,2138,8615,20718,119750,2237,879,901,5309,3785,351,6750507
2550,3,bangalore,residential,standard,361847,5273,18095,52415,316026,5453,2595,3223,11718,7560,1167,21887612
1150,1,delhi,residential,basic,41620,657,2244,4576,56590,719,280,510,1715,1042,127,2403837
2200,3,ahmedabad,residential,basic,193436,2535,9932,24834,311623,3359,1702,2627,7460,4650,780,10526668
650,4,delhi,residential,standard,105803,1796,5993,15257,129438,1780,939,1144,4795,2786,377,7212156
1900,2,hyderabad,residential,standard,158127,2154,8161,20105,163294,2312,1144,1582,6541,4160,588,9882174
1250,1,jaipur,residential,standard,37816,605,2049,4379,53624,949,411,548,1445,954,198,2441826
2450,2,mumbai,commercial,standard,338716,4859,16888,42967,240854,3407,1936,1894,14011,7474,787,15807265
1400,5,kolkata,residential,basic,192909,3378,11241,23998,292197,3516,1727,2812,6225,4966,891,11161476
500,4,delhi,residential,premium,119080,1823,6174,17889,93777,2763,892,751,4972,2707,414,8218552
3900,3,jaipur,commercial,premium,665962,10867,39876,93853,484560,11128,6298,4904,22812,15569,2316,34341818
850,5,mumbai,residential,premium,316244,5146,17901,43046,172309,3683,2070,1632,11399,8425,935,19874975
650,3,kolkata,residential,standard,65884,1032,3822,10604,81798,1427,697,845,2743,1719,300,4255112
2650,4,kolkata,residential,standard,352997,5349,21997,49598,498993,8169,3710,4267,13212,10253,1459,23820118
4800,1,chennai,residential,basic,166423,2739,8299,23264,215855,2605,1157,1929,5920,4145,616,9757579
3300,5,pune,residential,standard,719434,10173,41811,100260,717834,15622,6440,7202,25893,16565,2243,42300610
1300,2,chennai,residential,standard,118185,1675,6254,16208,109042,2202,873,985,3386,2609,389,6858620
750,4,hyderabad,industrial,standard,95985,1466,5270,14240,122973,2632,901,1170,3728,2680,456,7324723
450,4,jaipur,residential,standard,61780,974,3471,6464,74966,1124,599,690,2479,1390,296,3733242
3000,2,mumbai,residential,standard,317434,4553,16889,47404,264891,5864,1879,2409,12205,7732,887,18247713
2750,3,lucknow,industrial,basic,157972,2516,9438,20722,356907,6365,2176,3025,6622,3890,1049,11408630
650,2,jaipur,residential,standard,44409,627,2429,5208,64558,1274,424,460,1616,996,175,2643778
3250,2,hyderabad,residential,premium,358683,5534,20720,50368,306695,6071,2837,2519,14991,8251,1359,23512650
3250,2,kolkata,residential,basic,172469,2963,10756,26168,268795,3726,1903,2756,6782,5103,711,10210886
1650,2,ahmedabad,residential,premium,154113,2206,8554,19272,140196,2806,1507,1472,6651,4076,635,10227861
3700,3,kolkata,residential,basic,323745,4814,17074,41173,538662,8084,2850,4572,13672,7931,1434,17541811
2350,2,pune,residential,standard,185865,2971,11061,27375,213245,4485,1782,2073,6321,4884,711,12457481
2200,3,delhi,commercial,standard,367982,5451,20921,45841,310546,5131,2488,2829,12929,8225,941,17025785
1900,1,bangalore,commercial,basic,84638,1260,4626,11586,80311,1370,604,668,2796,2228,237,4158141
4650,4,lucknow,commercial,standard,793618,10401,39309,110187,802549,13646,5929,6634,23199,20002,2847,35864636
4900,1,delhi,commercial,standard,267825,4325,15200,32032,244404,3847,1471,2149,10922,7618,757,12919142
4150,1,jaipur,industrial,standard,107659,1663,5318,15438,184562,2629,1569,1544,3862,2401,588,8377137
3300,4,bangalore,commercial,standard,758865,12031,45198,105725,534498,9020,4112,5008,25365,18787,2167,36940952
5000,2,kolkata,commercial,premium,608631,9755,32153,78601,455020,9631,4436,3709,22723,17338,2211,31700095
4100,4,bangalore,residential,basic,567560,9239,34586,67119,685340,12647,4173,6207,24200,13797,1963,35482576
3150,5,delhi,residential,standard,676016,10490,42505,77564,777487,11190,5897,6595,22776,16365,2595,41511227
1250,2,ahmedabad,residential,standard,85164,1421,5112,10323,118488,2484,882,934,3099,1896,357,5186565
4700,1,lucknow,industrial,premium,157728,2433,8674,17639,217364,5065,2060,2061,6763,4453,977,13990998
5000,1,chennai,commercial,standard,286385,3806,16779,33151,223317,4034,1759,1763,9113,6850,805,12709190
1450,4,hyderabad,residential,standard,244490,3831,11920,32029,250844,5752,2024,2559,7432,5084,888,14089106
4650,2,jaipur,residential,basic,251049,3704,12648,30584,459467,5686,2525,3750,10070,6144,1053,14377247
3800,3,bangalore,residential,standard,489578,7534,25711,74912,458637,9294,4506,4751,17244,13117,1693,30470868
600,3,delhi,residential,basic,64435,976,3393,6810,82455,1096,497,740,2406,1594,205,3542902
3350,1,delhi,commercial,standard,187873,2911,10650,21362,160849,3322,1223,1427,7748,5021,527,8736371
3300,4,delhi,residential,standard,575973,9342,32387,66854,579498,9464,5180,4744,18479,13127,2081,35268769
850,2,chennai,residential,premium,106663,1608,5570,14983,77897,1931,715,738,3872,2367,363,6612238
3200,2,hyderabad,residential,basic,218992,3274,10908,22562,288113,3857,2003,2451,6968,5478,714,12246775
700,1,ahmedabad,residential,standard,23848,360,1449,3510,33339,553,228,279,849,635,99,1489169
4800,2,ahmedabad,commercial,standard,455752,6870,23328,51562,423030,7361,3553,3708,18053,10609,1555,20230444
400,1,delhi,industrial,basic,12087,165,629,1364,16989,252,101,143,376,297,60,774782
800,1,bangalore,residential,standard,35269,581,2212,4615,38136,788,253,297,1541,849,127,2261453
3500,2,ahmedabad,residential,standard,230764,3699,13127,31872,334929,6379,2696,2715,8344,6120,1140,15221880
1350,4,delhi,residential,premium,314095,4750,18312,38222,217083,7026,2915,2051,13104,7186,1207,22842681
4400,1,delhi,commercial,premium,374840,5749,18346,45108,176086,4864,2055,1917,11682,7900,975,17485771
400,2,pune,residential,standard,34045,516,1750,4047,39476,759,247,322,1307,932,112,2003028
450,2,ahmedabad,residential,basic,25689,343,1233,3471,36889,602,264,395,779,560,105,1427901
1800,2,chennai,residential,standard,148126,2246,8552,20481,158218,2731,1246,1570,6181,3896,525,9698753
4550,2,hyderabad,residential,premium,493550,8228,26947,78381,446211,10271,4732,4025,16725,12417,1962,35028245
1950,4,kolkata,commercial,basic,284682,4519,15629,39085,337658,5588,2463,2839,11148,6610,960,12932631
2300,3,chennai,commercial,premium,520153,8313,31628,65287,335863,9298,3581,2865,19113,13540,1470,27387902
2900,2,chennai,residential,premium,323169,4922,21109,43616,263973,6805,3016,2168,14403,9401,1195,21573410
3400,1,ahmedabad,residential,basic,92816,1315,5266,11855,144824,2075,901,1276,3203,2486,370,5347094
3200,4,mumbai,residential,standard,623493,10767,39954,88360,542892,9576,4133,4647,24057,16487,2100,41964883
2950,2,ahmedabad,residential,standard,205893,2992,10810,28842,265205,5779,1824,2147,8203,5414,947,12717320
450,4,delhi,residential,standard,77178,1259,4208,10972,80146,1786,607,657,3203,1763,269,4694584
4300,1,jaipur,residential,standard,136759,2228,7785,16586,197193,3406,1654,1771,4479,3228,642,8318607
1150,2,ahmedabad,commercial,standard,103132,1611,5693,12818,92167,1515,850,984,3334,2540,323,5053184
1700,3,lucknow,residential,premium,234456,3545,13461,32598,247992,5515,2822,2108,8863,5776,1045,15077278
1500,2,hyderabad,commercial,standard,166994,2307,8219,23142,139657,2277,1170,1233,5535,3717,434,7209973
500,3,chennai,residential,standard,63067,1069,3159,9557,68042,945,558,575,2462,1442,228,3858357
500,4,lucknow,residential,standard,65409,985,3598,6700,97571,1614,721,714,2290,1449,311,3756430
2350,1,hyderabad,commercial,standard,129870,1893,6863,16111,106160,2066,740,1050,4885,2908,340,5914371
1550,2,hyderabad,residential,basic,96719,1534,5229,11993,129272,1496,920,1179,3374,2183,403,5806954
1500,1,bangalore,residential,standard,72055,1138,3367,7669,66987,1311,512,615,2905,1806,216,4360438
4800,1,ahmedabad,residential,basic,125234,1888,6857,19619,233473,3604,1461,2013,4499,3386,627,7262649
1400,1,kolkata,residential,premium,74518,1121,4311,10386,58931,1470,769,603,2276,1705,319,4691509
4650,2,kolkata,residential,premium,487519,6610,25318,59672,411807,8592,4887,3578,17587,10034,1944,30682117
1550,2,jaipur,residential,basic,74517,1199,3983,9764,146455,1555,924,1134,2722,1909,397,4645455
4700,1,chennai,residential,standard,210323,3301,11654,30381,209785,3151,1527,1657,6261,5236,691,12791363
450,2,kolkata,residential,premium,43640,627,2708,6627,38046,760,390,334,1563,977,199,2975390
2650,2,kolkata,residential,premium,259687,4451,13756,39584,235087,6192,2964,2278,9663,6680,1140,17195552
2600,2,pune,commercial,basic,241846,3377,12739,27130,225810,3962,1260,2339,7360,5731,624,10307699
3950,1,kolkata,residential,standard,151019,1957,8435,17896,159534,3366,1392,1530,5157,3286,574,9075005
4250,3,delhi,residential,standard,558675,9004,31610,81377,575850,10207,4001,4530,19193,12144,1819,34861997
2950,3,bangalore,residential,premium,583450,7931,29689,78524,354579,12030,4773,3099,19106,12742,1892,35588866
3450,2,delhi,residential,basic,225764,4007,13501,28540,340733,4883,1709,2729,9531,6063,831,14410554
4850,3,hyderabad,residential,premium,794406,13383,44137,118673,618689,12552,7747,5117,32606,19059,3209,52647519
750,1,chennai,residential,premium,45233,699,2186,5855,33135,1011,326,302,1609,1047,148,2812222
3200,1,lucknow,residential,basic,83832,1121,4415,12119,154486,2175,872,1406,2665,2060,379,4415686
2100,2,pune,residential,standard,171576,2604,9277,21657,194134,2684,1526,1493,7273,4236,629,11082008
700,5,ahmedabad,residential,standard,117230,1880,6660,14629,165381,2587,1253,1311,4264,2949,502,7568459
3200,4,pune,residential,standard,521238,8415,28507,79543,564487,12088,4627,5298,18032,12192,1945,33203748
2300,2,lucknow,residential,standard,139829,1983,7508,17667,189906,3531,1417,1692,5702,3385,687,8533470
1650,1,pune,residential,standard,68806,1051,4110,7664,80925,1467,570,684,2659,1803,254,4139330
1100,3,pune,residential,standard,144771,1961,7173,15605,137255,2594,1228,1370,5561,3719,515,8218649
3800,3,pune,commercial,basic,478351,8354,27341,54726,499610,6330,3337,4279,15429,11353,1400,21814552
2900,2,delhi,residential,standard,271301,4218,15362,29125,280828,5053,2157,2339,9381,6279,835,15986982
4650,1,mumbai,residential,standard,229203,3427,12413,26089,213208,4182,1727,1641,9036,5880,662,14741337
400,2,kolkata,residential,standard,28695,406,1696,3092,38252,494,318,325,986,681,115,1810740
1500,2,bangalore,residential,premium,199436,3095,9545,21837,138983,3883,1509,1116,7793,4884,685,12483658
4100,1,hyderabad,residential,standard,176284,2484,8311,21687,184341,3654,1277,1622,6140,4531,640,10090661
4750,1,jaipur,residential,standard,144777,2450,8561,21649,210375,4525,1557,1881,4833,4082,770,9470297
4350,1,pune,residential,standard,191442,3048,10620,22870,211468,4283,1664,1523,5861,4566,589,11533483
3800,4,kolkata,residential,basic,431111,6286,23073,61794,681146,7736,4840,6431,13784,12023,1664,25426066
3450,1,bangalore,residential,standard,159673,2230,8322,17499,169031,3235,1167,1375,5621,4017,525,9786290
2850,2,bangalore,industrial,standard,210823,3301,12367,25138,266035,3808,2009,2050,6891,5531,794,16473023
650,3,bangalore,residential,basic,72573,1067,4017,9118,92949,1489,619,822,2752,1638,254,3994149
1100,3,kolkata,industrial,basic,76220,1058,4004,10669,158650,2242,989,1283,2350,1681,397,5605450
750,1,pune,residential,standard,30857,443,1708,3516,35571,620,288,336,1238,736,119,1969200
4050,2,ahmedabad,residential,standard,282950,4079,16674,34423,361957,5379,3011,3168,8710,7516,1323,16320262
4600,2,ahmedabad,residential,premium,421338,6460,22296,61595,400690,11186,4951,4112,14429,10287,2002,29781027
3550,1,bangalore,commercial,standard,215415,3229,11069,30745,142521,3045,1171,1247,8631,4786,508,10153957
4350,2,delhi,residential,basic,288115,4766,16520,46637,424068,6761,2757,3831,11374,6996,984,17206541
3950,2,pune,commercial,standard,434414,6851,25601,60308,340569,5312,2957,3060,18555,10544,1259,20565472
1300,2,chennai,residential,standard,112504,1720,6701,13497,121952,1959,900,1046,4411,2486,405,6632141
1700,1,jaipur,commercial,standard,71236,1077,3674,10328,70279,1672,538,645,3003,1864,254,3279492
3400,2,delhi,residential,basic,245234,4003,13242,30904,324451,3473,1773,2849,7516,5184,853,14034851
3650,2,mumbai,residential,basic,290266,5056,16558,35884,327507,4282,2230,2935,11899,6919,954,17409844
4250,3,lucknow,residential,basic,294512,5230,18835,36705,572137,9561,3505,5228,13077,7561,1638,18117659
3750,2,bangalore,residential,basic,281173,4262,13502,32561,309194,5332,1836,2998,10678,7377,926,15066611
1600,1,mumbai,residential,standard,80834,1195,4518,11753,76415,1013,585,570,3036,2064,239,5044747
1600,2,hyderabad,commercial,premium,234744,3320,12777,35265,159595,4269,1710,1383,7793,5111,616,12016808
1450,2,bangalore,residential,basic,112456,1651,5570,13760,139583,1976,879,1062,3343,2737,359,6287517
4050,2,pune,residential,standard,323387,5595,19058,51139,336851,6913,3185,3336,11933,7782,1306,21878904
1750,2,lucknow,commercial,basic,117566,1850,5888,13576,145967,1751,874,1273,4695,2703,410,5163236
1500,2,delhi,residential,standard,123889,1972,7406,17460,145544,2802,1110,1066,5450,3615,489,7714753
1550,3,pune,residential,standard,183809,3186,9967,23884,214401,4477,1810,1755,6696,4512,740,12288471
1500,2,pune,residential,standard,119695,2083,7687,17534,126165,2733,906,1171,4272,2872,475,8043390
1750,2,mumbai,commercial,standard,223711,3369,13117,25935,157891,2664,1230,1497,9530,6026,567,11232832
1450,2,chennai,residential,standard,130433,1715,7505,18393,127914,2275,1111,1162,4186,2659,435,7257811
1850,3,chennai,residential,premium,341933,4765,19967,48002,252230,5966,2861,2470,12788,8769,1110,22207374
500,4,delhi,commercial,premium,150079,2572,8009,19633,87546,1946,944,767,5155,3563,420,7913419
2300,2,hyderabad,residential,standard,195337,3023,10872,28039,202006,2982,1481,1628,7161,4115,735,10962310
3550,2,hyderabad,residential,basic,224353,3229,13099,28024,309998,4831,1829,2970,9009,6113,851,12978046
1200,4,kolkata,residential,standard,162897,2427,9993,19556,206165,4633,1541,2092,6177,4497,778,10242404
3500,3,kolkata,residential,basic,315048,4469,15481,40254,432837,6177,2957,4097,11303,7403,1144,18120040
1450,2,pune,commercial,basic,117653,1993,7131,18889,142479,1664,718,1050,4578,3457,316,5926402
3150,2,lucknow,industrial,standard,165916,2403,8098,20097,306474,5050,2095,2788,4973,4204,997,11527791
4850,3,lucknow,residential,standard,474522,6498,23097,59024,693176,9965,5695,5150,18897,9731,1982,28120790
550,3,lucknow,residential,premium,69805,1128,3579,10288,73268,1941,857,610,3007,1804,376,4552360
3700,4,lucknow,residential,standard,433739,7160,22570,58864,664822,14658,5570,6111,19323,12617,2266,28979141
4600,2,ahmedabad,residential,standard,333271,4433,17104,42945,456162,7571,3239,4033,12838,7837,1412,20114817
1050,2,bangalore,residential,standard,102887,1358,4768,13342,97590,1581,786,796,3542,2638,330,5682125
2450,2,bangalore,residential,basic,190450,2801,10722,25173,236010,3364,1332,1974,5706,4790,574,10267723
650,3,mumbai,commercial,premium,179286,2910,10900,26107,85480,2291,828,777,6605,4138,381,9244446
3150,2,delhi,residential,standard,296909,4501,16988,36134,265393,4820,2288,2383,9113,6056,912,17343292
2550,3,delhi,residential,premium,494312,6585,24148,55273,325726,6794,4071,3069,16673,11230,1456,30698337
4000,3,jaipur,commercial,standard,489650,8084,29270,74430,568012,7405,3734,5035,17683,11285,1854,24852913
1200,5,pune,industrial,premium,288091,4498,16856,30814,290730,8208,3168,2690,10584,6919,1245,24147217
4900,3,chennai,residential,basic,492872,7494,28097,62403,711394,9653,4140,5443,19461,11957,1593,29493789
3150,2,chennai,residential,standard,284667,3876,14973,32941,284411,5780,2400,2296,8357,6995,1017,16514944
4900,2,chennai,residential,standard,415322,6021,25152,49794,450070,7970,3269,4326,14679,9521,1473,26659167
4150,3,jaipur,residential,standard,390083,6453,24321,61212,520843,10028,4110,5374,13637,9528,1897,24655696
4450,1,kolkata,residential,basic,135912,2030,7069,17941,208124,3370,1119,1869,4229,3284,532,7062074
950,2,mumbai,commercial,premium,191665,2875,8945,22910,80385,2526,1026,761,5566,3890,383,9319992
1650,2,chennai,residential,standard,136192,2254,7044,19378,144871,2297,1101,1198,5907,3153,487,8377789
1350,1,lucknow,commercial,premium,72933,1093,4076,10619,65184,1865,597,543,2686,1749,256,3962583
2450,2,ahmedabad,residential,basic,137425,1909,6995,18981,213580,2807,1274,1767,4624,3016,543,7980457
1750,3,kolkata,residential,standard,196449,2978,9337,26010,255111,3385,1930,2194,7195,4256,782,11920351
4600,3,delhi,commercial,standard,833647,11619,39036,87758,619847,13313,4801,5371,33663,18914,2073,38880856
3000,3,pune,residential,premium,508576,8784,29414,71922,403381,10355,3921,3421,21853,12710,1833,35436812
1650,2,jaipur,commercial,standard,133283,2033,7842,15234,141420,2673,1201,1428,4787,3493,531,6636934
1500,2,jaipur,residential,standard,93494,1506,5780,13145,122152,1977,1069,1091,3256,2251,422,5872423
2700,2,delhi,residential,premium,308556,4678,17085,39796,229208,5966,2603,2090,10436,8278,1166,21827680
4500,1,mumbai,residential,standard,242559,3865,12975,33848,180642,4117,1758,1608,9965,6125,695,15035468
2400,4,mumbai,commercial,basic,493544,7760,27492,62160,416235,5159,2521,4206,20657,11191,1094,22013285
1550,3,bangalore,residential,standard,222516,3144,11306,25005,221370,4334,1446,2003,7640,5274,658,13570946
1150,2,pune,residential,basic,80710,1165,3970,8956,110187,1273,705,975,2969,2127,277,4592538
450,3,pune,industrial,standard,48530,702,2307,5548,57742,992,459,529,1720,1172,188,3365333
3650,2,bangalore,industrial,basic,203336,3144,12453,26278,306635,3655,1889,2827,7018,4602,955,16006980
750,1,pune,commercial,basic,31029,494,1897,3565,30325,564,237,321,1212,884,96,1465941
3100,1,chennai,residential,premium,178479,2579,10661,26147,139001,3061,1503,1126,5675,4373,705,11492523
4500,2,delhi,industrial,standard,331161,4580,19396,44401,411991,8669,2869,3889,10571,6903,1416,24683553
700,2,hyderabad,industrial,premium,61459,998,3477,7820,68502,1931,677,520,2447,1646,313,5284051
1250,4,bangalore,commercial,standard,285831,4456,15318,40007,216507,3359,1711,2031,11726,7701,693,13381126
2550,1,bangalore,residential,basic,96966,1363,5569,13520,111230,1435,762,1143,3635,2360,277,5269531
4150,1,kolkata,residential,basic,122771,1766,7044,17694,205592,2871,1185,1679,5072,3214,454,7161238
5000,2,jaipur,commercial,basic,355186,5659,19551,46302,409146,7744,2545,4431,14413,9114,1263,14730736
2850,2,kolkata,residential,standard,192572,3322,10737,30819,232758,4156,2252,2500,7507,4569,906,12930073
4200,1,pune,residential,standard,172413,2657,9568,26670,170035,3432,1559,1525,7090,4370,599,10466417
4800,1,pune,residential,basic,168774,2247,9976,21068,205415,3116,1230,1811,6860,4134,531,9363521
2150,1,jaipur,residential,standard,67760,1058,3887,8466,103968,1551,808,955,2346,1552,352,4324589
1250,2,bangalore,industrial,premium,129317,2149,7496,17896,100373,2702,1255,882,4663,3224,493,10440450
3500,2,jaipur,residential,premium,301649,4979,17199,47132,348430,7288,3176,2917,10017,7354,1614,21715252
900,1,delhi,industrial,basic,25501,350,1258,3527,40918,566,230,341,895,609,102,1902291
1500,1,jaipur,residential,premium,65853,1087,3602,8128,69701,1888,816,655,2927,1625,311,4459256
3350,2,delhi,residential,basic,233513,3707,11701,28782,275619,4616,1812,2493,8638,5426,868,14196272
2250,2,bangalore,residential,standard,209986,3272,11783,22231,185120,4100,1650,1624,8092,4862,649,13077202
2050,3,delhi,residential,standard,275837,4431,14221,33113,264608,5336,2424,2659,8663,7249,866,16138019
1900,2,chennai,commercial,standard,198375,3011,11219,29120,189441,3489,1508,1340,6939,5631,517,9748380
3350,3,pune,residential,standard,454828,6942,22836,46925,471594,7004,3881,3684,15005,10838,1429,24958525
1600,2,delhi,residential,premium,204632,3275,10093,30227,156379,4103,1666,1324,8276,5153,701,12784183
3200,1,pune,residential,standard,135659,2046,8258,20475,131385,2593,1262,1378,4655,3068,447,8266243
4050,5,delhi,residential,premium,1211282,19931,64405,173941,879964,24352,9135,7416,41680,30190,4623,83085920
4250,1,chennai,residential,premium,250577,3918,12385,27995,205562,4583,2211,1805,7760,5530,977,17069483
1650,2,lucknow,residential,standard,100198,1720,5163,12409,147182,2423,1301,1411,4362,2529,481,6139148
4900,1,mumbai,residential,basic,210163,2905,10503,25200,211064,3494,1315,1876,6781,5411,577,12341465
4150,1,hyderabad,residential,standard,167955,2746,8584,21414,187213,4001,1652,1792,5401,4488,669,10159189
2900,5,pune,residential,basic,482171,8242,25823,70463,628991,8344,4278,5918,20904,13559,1763,29065566
1050,1,delhi,residential,premium,62062,964,3830,7702,45879,1332,457,472,2643,1562,203,4246456
3600,1,pune,residential,standard,158005,2334,8039,21256,165888,2463,1342,1310,5046,3985,557,9154675
4000,4,ahmedabad,residential,standard,519538,7825,31277,74299,782483,12425,5187,5956,22544,12249,2409,34055640
4400,1,pune,residential,standard,178249,3039,11410,26129,202360,2854,1484,1557,6865,4767,636,10970507
4650,1,ahmedabad,residential,standard,149940,2528,8421,20263,188106,3225,1435,2003,6111,4167,718,9428398
2650,1,kolkata,industrial,standard,74318,1174,4572,8383,112905,1760,895,1097,3217,1983,375,5932312
1600,3,ahmedabad,commercial,premium,307363,4266,17001,36552,211845,6147,2113,1969,9764,7698,1088,15237404
1250,2,chennai,commercial,standard,130087,2055,6983,14902,107109,1999,790,884,4470,3413,399,6719700
4100,2,mumbai,commercial,basic,462987,6617,26034,63030,374086,6515,2169,3596,18638,11985,955,19706145
1550,1,hyderabad,residential,standard,66898,1026,3151,8360,68660,959,478,572,2674,1535,225,3682915
1050,4,chennai,residential,standard,174998,2981,9926,22226,177501,3764,1275,1651,7602,4564,611,10754475
3600,3,bangalore,residential,premium,692513,10321,36469,98669,537876,13975,5794,4360,21296,15222,2222,46319364
2600,5,lucknow,industrial,basic,242716,4157,14866,31086,556052,8186,3762,5743,10733,6734,1677,18599531
1950,5,pune,industrial,basic,269937,4411,14336,37456,465175,6748,2384,4298,8674,6938,1162,19899346
4900,2,pune,residential,standard,401510,5813,25148,49087,445525,7908,2979,3944,16568,10749,1352,24523330
2100,2,mumbai,residential,standard,202697,3232,12100,24485,185099,3238,1519,1772,9187,5690,671,13119633
4750,3,lucknow,industrial,standard,338084,5039,19646,52295,586005,12216,4869,5758,10917,7769,2045,27587512
3850,1,bangalore,residential,standard,183975,2717,9704,26487,168139,3639,1327,1596,5479,3960,575,10509113
3500,2,jaipur,residential,premium,324660,4686,15784,38966,301442,9378,3328,2591,12564,7722,1359,20636873
1300,2,hyderabad,residential,standard,113325,1479,5562,15599,111886,2409,894,1048,3505,2534,367,6812491
3500,2,bangalore,residential,basic,262225,3791,13568,35194,319572,4084,1718,2697,10594,6729,805,14856237
2350,2,lucknow,commercial,basic,151461,2220,9007,20376,221970,2980,1311,1718,5404,4127,578,6495096
1250,4,pune,commercial,basic,220081,3604,11958,31853,205338,3507,1375,2043,7036,5985,634,9599252
3950,1,mumbai,industrial,standard,158231,2649,8891,18136,176204,3121,1512,1750,5498,3892,561,13046373
1950,1,kolkata,commercial,standard,95756,1516,5029,9865,82857,1336,773,782,3372,2256,283,4131579
2400,1,mumbai,residential,standard,133009,1818,7464,15015,118092,2198,868,1075,4998,3081,390,8034505
3400,3,bangalore,residential,basic,365386,6142,22024,46338,504142,7897,2537,4504,12871,9989,1120,21748035
3950,2,hyderabad,industrial,premium,333552,5319,18862,39152,393914,10741,3670,2824,11978,9758,1683,29389767
3050,1,kolkata,residential,standard,109356,1804,6677,14376,135254,2040,1115,1316,3360,2810,468,6993456
750,2,chennai,residential,standard,59748,1045,3166,8976,70249,1053,557,657,2264,1540,245,3868409
2500,2,jaipur,residential,basic,124838,1921,6899,16566,236986,2854,1510,2187,4290,2906,629,7624429
950,2,chennai,industrial,standard,66217,1027,3826,7659,94248,1398,662,785,2300,1660,295,5166433
1850,1,kolkata,residential,basic,55149,739,3028,7456,86095,1051,514,678,1928,1370,221,3132607
3650,1,kolkata,residential,basic,96669,1447,5954,14392,149593,1764,946,1497,3873,2473,448,5820320
700,3,pune,residential,basic,70628,1171,4188,7822,86823,1471,565,743,3050,1853,249,4121648
4450,2,jaipur,residential,basic,218471,3579,12878,27896,388324,5837,2601,3539,7543,6003,1139,13190359
3050,2,chennai,commercial,standard,309319,5026,20142,36704,267709,4388,2033,2140,11407,8832,955,15683044
1650,1,ahmedabad,residential,premium,78935,1182,4019,11846,68840,2155,883,699,3158,1806,342,5323269
3500,4,mumbai,commercial,premium,1373511,20733,80392,168325,600840,19263,7400,6154,51742,35724,2849,67633432
1700,1,delhi,industrial,basic,50464,720,2389,5594,71926,1099,475,744,1973,1290,211,3480551
4550,2,pune,residential,standard,365509,6263,21575,47031,411765,5783,3629,3194,12850,9978,1432,24823619
4400,3,delhi,commercial,basic,623463,10077,31451,86984,573508,7854,3484,4641,20607,13328,1560,27642368
3100,2,hyderabad,residential,premium,378333,5558,17893,44588,288464,6522,2946,2182,11594,7949,1376,23989951
1150,2,delhi,residential,standard,100792,1515,5206,14745,98910,2174,725,874,3596,2641,372,6509250
1900,1,lucknow,residential,standard,55611,836,3111,7193,84549,1205,576,849,2263,1414,267,3546305
3350,3,ahmedabad,residential,basic,288493,3906,15423,36854,435309,4826,2710,4508,10849,6550,1118,16248749
1300,4,jaipur,residential,premium,231003,3588,12614,35320,239191,4407,2272,2289,8732,5189,996,16268858
2100,2,chennai,residential,premium,253446,3724,14487,32692,205582,5023,1778,1510,8063,5351,929,16203445
2250,2,bangalore,residential,standard,200799,3412,11219,23480,213604,3424,1698,1592,7337,4419,729,12623764
3900,2,hyderabad,residential,standard,307831,4424,17026,46777,329682,6945,2448,2860,11174,8206,1171,19982091
2150,4,bangalore,residential,premium,513904,7946,31207,73689,389049,10322,3971,3045,21249,12868,1703,34523006
2850,5,delhi,residential,premium,920242,13054,50287,130168,636494,13568,6416,5046,29118,24103,3280,58124965
